Airport_Name,Aircraft_Make_Model,Effect_Amount_of_damage,Flight_Date,Aircraft_Airline_Operator,Origin_State,Phase_of_flight,Wildlife_Size,Wildlife_Species,Time_of_day,Cost_Other,Cost_Repair,Cost_Total__,Speed_IAS_in_knots
ATLANTIC CITY INTL,KC-10A,None,1998-05-13,MILITARY,New Jersey,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
INDIANAPOLIS INTL,SAAB-340,Substantial,1995-07-06,CHAUTAUQUA AIRLINES,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1993-11-05,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
LOS ANGELES INTL,B-767-300,None,1997-12-10,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,130
LOGAN INTL,MD-80,None,1994-10-10,AMERICAN AIRLINES,Massachusetts,Take-off run,Small,Unknown bird - small,Day,0,0,0,110
NASHVILLE INTL,B-757-200,None,1997-05-28,DELTA AIR LINES,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,145
SALT LAKE CITY INTL,C-208,Minor,1998-01-09,UNKNOWN,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-08-29,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130
MEMPHIS INTL,DC-9-30,None,1998-05-09,NORTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Dusk,0,0,0,140
NASHVILLE INTL,LEARJET-35,None,1996-07-12,BUSINESS,Tennessee,Take-off run,Small,Killdeer,Day,0,0,0,130
LOGAN INTL,MD-88,None,2000-05-22,DELTA AIR LINES,Massachusetts,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
ORLANDO INTL,BE-1900,None,1995-04-03,PIEDMONT AIRLINES,Florida,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOGAN INTL,C-650,Minor,1999-04-27,BUSINESS,Massachusetts,Climb,Medium,Unknown bird - medium,Day,6558,6860,13418,220
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1999-12-11,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
GREATER PITTSBURGH,B-737-300,None,1994-07-26,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,160
PHILADELPHIA INTL,FOKKER F100,Minor,1996-09-19,AMERICAN AIRLINES,Pennsylvania,Descent,Large,Unknown bird - large,Night,0,0,0,250
NEW ORLEANS INTL,B-737-500,None,1993-11-07,UNITED AIRLINES,Louisiana,Climb,Small,Killdeer,Day,0,0,0,100
CLEVELAND-HOPKINS INTL ARPT,EMB-120,None,1990-05-26,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Climb,Medium,Unknown bird - medium,Night,0,0,0,180
AUSTIN-BERGSTROM INTL,CL-RJ100/200,None,2001-08-31,DELTA AIR LINES,Texas,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,100
SAN ANTONIO INTL,MD-82,None,1994-08-05,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,110
CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,2000-09-13,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,170
PHILADELPHIA INTL,B-757-200,None,1992-12-15,UNKNOWN,Pennsylvania,Take-off run,Large,White-tailed deer,Night,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-500,None,1997-08-27,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,125
MINETA SAN JOSE INTL,B-737-300,None,1997-05-28,SOUTHWEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,1995-10-17,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,120
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-05-12,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160
MINNEAPOLIS-ST PAUL INTL,DC-10,None,2000-10-14,NORTHWEST AIRLINES,Minnesota,Landing Roll,Large,Unknown bird - large,Day,0,0,0,160
WILL ROGERS WORLD ARPT,B-737-300,None,2000-10-22,SOUTHWEST AIRLINES,Oklahoma,Approach,Large,Unknown bird - large,Night,0,0,0,135
LOGAN INTL,MD-80,None,1997-10-10,NORTHWEST AIRLINES,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,
PHILADELPHIA INTL,FOKKER F100,None,1991-08-16,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,B-737-300,None,1999-05-28,UNITED AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
SALT LAKE CITY INTL,B-727-200,None,1992-07-19,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-08-06,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,135
SAN FRANCISCO INTL ARPT,A-320,None,2001-02-01,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,195,0,195,130
AUSTIN-BERGSTROM INTL,MD-82,None,2001-06-20,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180
CHARLESTON AFB/INTL ARPT,C-17A,None,2001-07-02,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,140
HONOLULU INTL ARPT,C-135B,None,1994-01-27,MILITARY,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-09-25,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-80,None,2002-06-16,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,140
CHICAGO O'HARE INTL ARPT,SAAB-340,Minor,1995-04-27,AMERICAN EAGLE AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,150
PORT COLUMBUS INTL,B-737-300,None,2002-04-29,UNITED AIRLINES,Ohio,Approach,Small,Mourning dove,Night,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,1993-07-06,US AIRWAYS*,Michigan,Climb,Small,Unknown bird - small,Dawn,0,0,0,150
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,1999-02-16,AIR CANADA,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,B-727-200,Substantial,1990-11-18,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140
CLEVELAND-HOPKINS INTL ARPT,FOKKER F100,None,1993-06-15,AMERICAN AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
MINNEAPOLIS-ST PAUL INTL,MD-80,None,1993-10-01,AMERICAN AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,160
KANSAS CITY INTL,B-727-200,None,1995-08-10,NORTHWEST AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Night,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,None,1997-09-21,MESABA AIRLINES,Michigan,Approach,Small,Unknown bird - small,Dawn,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-200,None,1992-06-19,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,160
LIHUE ARPT,B-737-200,None,1996-12-14,ALOHA AIRLINES,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
CHARLESTON AFB/INTL ARPT,C-17A,None,1994-08-19,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,160
MEMPHIS INTL,DC-9-40,None,2000-10-17,NORTHWEST AIRLINES,Tennessee,Approach,Small,European starling,Night,0,0,0,150
GREATER PITTSBURGH,B-737-300,None,1992-10-08,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,GULFSTRM II,None,1994-05-15,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
JOHN F KENNEDY INTL,B-767-300,Minor,1996-10-03,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,MD-82,None,1995-02-20,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,1997-08-22,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,200
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,2002-05-16,FEDEX EXPRESS,Michigan,Climb,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,AVRO RJ 85,Substantial,2000-12-17,MESABA AIRLINES,Tennessee,Climb,Large,Unknown bird - large,Day,0,0,0,235
PORT COLUMBUS INTL,EMB-120,None,1999-03-17,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,140
GEORGE BUSH INTERCONTINENTAL,B-737,None,1997-12-23,CONTINENTAL AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1996-10-07,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150
CHICAGO O'HARE INTL ARPT,MD-82,None,1998-09-12,AMERICAN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Night,0,0,0,100
WILL ROGERS WORLD ARPT,CL-601/604,None,2000-09-15,AIR WISCONSIN AIRLINES,Oklahoma,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,1998-05-28,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,144
GREATER PITTSBURGH,DC-9,None,2000-08-23,US AIRWAYS*,Pennsylvania,Landing Roll,Small,European starling,Day,0,0,0,100
BALTIMORE WASH INTL,B-737-300,None,1994-08-30,US AIRWAYS*,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,140
LIHUE ARPT,B-737,None,1998-07-18,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
SAN FRANCISCO INTL ARPT,B-737-300,None,1994-12-30,US AIRWAYS*,California,Approach,Small,Mourning dove,Night,0,0,0,120
TETERBORO AIRPORT,LEARJET-55,Substantial,2000-10-10,BUSINESS,New Jersey,Approach,Large,Canada goose,Dusk,0,53455,53455,130
HONOLULU INTL ARPT,DC-9,None,1999-05-13,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
KANSAS CITY INTL,DC-9,Minor,1997-03-28,NORTHWEST AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
ORLANDO INTL,B-737,None,1998-01-19,DELTA AIR LINES,Florida,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
SACRAMENTO INTL,B-757-200,None,1992-01-29,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Dawn,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,1995-06-09,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,138
LIHUE ARPT,C-135E,None,1997-02-20,MILITARY,Hawaii,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,2002-05-20,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
MEMPHIS INTL,A-300,None,1997-05-14,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,220
AUSTIN-BERGSTROM INTL,B-737-200,None,1994-07-07,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,300
DALLAS/FORT WORTH INTL ARPT,B-727,None,1991-11-08,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,
ORLANDO INTL,B-737-300,Substantial,1999-08-30,SOUTHWEST AIRLINES,Florida,Landing Roll,Large,Canada goose,Dusk,0,0,0,120
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,1991-10-06,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
METRO OAKLAND INTL,B-737-300,None,1995-03-09,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,130
PHILADELPHIA INTL,B-737,None,1994-06-26,UNITED AIRLINES,Pennsylvania,Approach,Large,Canada goose,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-03-19,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-09-04,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,A-320,None,2002-03-28,AMERICA WEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-727-200,None,1997-11-22,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Day,0,0,0,150
ATLANTIC CITY INTL,LEARJET-35,None,1996-08-09,BUSINESS,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,1998-09-10,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Mourning dove,Dawn,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,2002-05-21,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,200
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,1999-05-18,AIR CANADA,DC,Descent,Medium,Unknown bird - medium,Night,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-200,None,1993-05-29,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,250
PORTLAND INTL (OR),MD-82,None,1998-08-09,AMERICAN AIRLINES,Oregon,Take-off run,Small,European starling,Day,0,0,0,
LOUISVILLE INTL ARPT,B-727-100,None,2000-08-25,FEDEX EXPRESS,Kentucky,Descent,Small,Unknown bird - small,Night,0,0,0,175
SALT LAKE CITY INTL,B-767-200,None,1995-07-01,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
NASHVILLE INTL,B-727-200,None,1990-05-26,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,170
MINETA SAN JOSE INTL,MD-80,Medium,1999-09-19,AMERICAN AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,1997-05-13,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,130
EPPLEY AIRFIELD,B-727,None,1991-05-13,AMERICAN AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,1990-11-07,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,783,783,160
NEW ORLEANS INTL,MD-80,None,1990-10-05,AMERICAN AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
SACRAMENTO INTL,DC-10,None,1998-09-09,FEDEX EXPRESS,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOGAN INTL,SAAB-340,None,2001-08-17,AMERICAN EAGLE AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Dawn,0,0,0,130
INDIANAPOLIS INTL,B-737,None,1994-08-13,US AIRWAYS*,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,150
CHICAGO O'HARE INTL ARPT,B-727,None,1996-06-27,AMERICAN AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,MD-80,None,1997-08-24,AMERICAN AIRLINES,Indiana,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-10-01,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,200
LOUISVILLE INTL ARPT,B-757-200,None,1995-10-28,UPS AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125
RONALD REAGAN WASHINGTON NATL,MD-80,None,1996-08-18,US AIRWAYS*,DC,Climb,Small,European starling,Day,0,0,0,180
LIHUE ARPT,DC-9,None,1997-01-13,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Barn owl,Day,0,0,0,
NASHVILLE INTL,DC-9-30,None,1995-11-04,US AIRWAYS*,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,200
LOGAN INTL,B-727,None,1991-12-25,DELTA AIR LINES,Massachusetts,Climb,Medium,Unknown bird - medium,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,MD-80,None,1999-04-30,UNKNOWN,North Carolina,Landing Roll,Small,Mourning dove,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1994-09-06,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,160
METRO OAKLAND INTL,B-737,None,1993-08-09,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
ORLANDO INTL,L-1011,None,1996-03-13,DELTA AIR LINES,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,150
PORTLAND INTL (OR),EMB-120,None,1999-11-10,SKYWEST AIRLINES,Oregon,Landing Roll,Small,Barn owl,Night,0,0,0,
SACRAMENTO INTL,B-737,None,1998-03-01,AMERICA WEST AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),MD-80,None,1998-08-22,ALASKA AIRLINES,Oregon,Approach,Small,Cliff swallow,Day,0,0,0,
LOUISVILLE INTL ARPT,DHC8 DASH 8,None,1997-08-28,UPS AIRLINES,Kentucky,Approach,Large,Unknown bird - large,Night,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,B-767-200,None,1992-08-07,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,245
LOUISVILLE INTL ARPT,CL-RJ100/200,None,2001-07-27,ATLANTIC COAST AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,200
BALTIMORE WASH INTL,B-757-200,None,1998-08-05,AMERICAN AIRLINES,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,90
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,1997-08-16,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,138
LOUISVILLE INTL ARPT,B-757-200,None,1995-08-31,UPS AIRLINES,Kentucky,Descent,Small,Unknown bird - small,Night,0,0,0,310
ATLANTA INTL,B-727,None,1991-05-03,CONTINENTAL AIRLINES,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,131
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,2000-11-12,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,190
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1997-01-19,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,
HOUSTON-HOBBY,B-737-200,None,1994-06-14,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,220
ATLANTA INTL,MD-88,None,2000-07-03,DELTA AIR LINES,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,220
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,1992-07-03,DELTA AIR LINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
MINNEAPOLIS-ST PAUL INTL,DC-9,None,1998-05-18,NORTHWEST AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2000-07-02,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,130
LOUISVILLE INTL ARPT,B-747,None,1998-09-08,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LIHUE ARPT,B-737-300,None,1992-07-10,ALOHA AIRLINES,Hawaii,Climb,Small,Unknown bird - small,Dusk,0,0,0,150
RONALD REAGAN WASHINGTON NATL,MD-80,None,1999-03-26,US AIRWAYS*,DC,Approach,Medium,Ring-billed gull,Day,0,0,0,
KANSAS CITY INTL,MD-82,None,2000-10-15,US AIRWAYS*,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
RONALD REAGAN WASHINGTON NATL,MD-80,None,1999-10-18,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,210
LOUISVILLE INTL ARPT,B-747,None,1992-09-10,UNITED AIRLINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
TETERBORO AIRPORT,C-560,None,1997-12-14,BUSINESS,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1992-09-09,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,135
NEWARK LIBERTY INTL ARPT,DC-10,None,1998-09-09,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,1998-07-26,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,EMB-145,Medium,1999-10-08,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
KANSAS CITY INTL,B-737-300,None,2002-06-26,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,
ORLANDO INTL,B-737-300,Substantial,1996-12-02,US AIRWAYS*,Florida,Approach,Large,Unknown bird - large,Day,0,0,0,142
ATLANTIC CITY INTL,KC-10A,None,2000-08-08,MILITARY,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
SAN ANTONIO INTL,MD-80,None,1991-12-24,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
PORTLAND INTL (OR),DHC8 DASH 8,None,1999-09-03,HORIZON AIR,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,2000-10-02,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,180
BALTIMORE WASH INTL,B-737-300,None,2002-02-15,SOUTHWEST AIRLINES,Maryland,Take-off run,Medium,Ring-billed gull,Day,0,0,0,135
PORTLAND INTL (OR),B-737-300,None,1999-09-14,UNITED AIRLINES,Oregon,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
LIHUE ARPT,C-414,None,2002-01-29,BUSINESS,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,
LOUISVILLE INTL ARPT,CITATION II,None,1997-11-05,BUSINESS,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,
HONOLULU INTL ARPT,DC-9,None,1996-06-29,HAWAIIAN AIR,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,MD-80,None,2002-04-12,DELTA AIR LINES,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
METRO OAKLAND INTL,C-172,None,2002-05-03,BUSINESS,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,85
CHICAGO O'HARE INTL ARPT,B-757-200,None,1994-07-01,UNITED AIRLINES,Illinois,Climb,Small,Mourning dove,Day,0,0,0,150
GREATER PITTSBURGH,B-737-400,None,2002-05-03,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110
NASHVILLE INTL,B-727-200,None,1990-06-09,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,136
INDIANAPOLIS INTL,MD-82,None,1997-06-07,US AIRWAYS*,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1997-10-29,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140
HONOLULU INTL ARPT,F-16C,None,1997-06-25,MILITARY,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,300
PHILADELPHIA INTL,B-757-200,None,1999-09-10,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,190
SACRAMENTO INTL,MD-82,Minor,1991-11-08,AMERICAN AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,240
ORLANDO INTL,B-737-500,None,2002-03-11,SOUTHWEST AIRLINES,Florida,Approach,Large,Unknown bird - large,Night,0,0,0,200
EPPLEY AIRFIELD,B-737-700,None,2000-07-14,SOUTHWEST AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
LIHUE ARPT,B-737-200,None,1996-12-19,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130
LAGUARDIA NY,B-737-400,Substantial,1999-07-07,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727,None,1990-09-01,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
ATLANTA INTL,MD-88,None,2000-09-16,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Dawn,0,0,0,125
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-09-06,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250
LOS ANGELES INTL,A-320,None,2000-07-17,BUSINESS,California,Landing Roll,Medium,American crow,Dusk,0,0,0,
SALT LAKE CITY INTL,EMB-120,Minor,1999-09-12,SKYWEST AIRLINES,Utah,Approach,Large,Unknown bird - large,Night,0,0,0,
JOHN F KENNEDY INTL,ATR-42,None,1993-10-18,AMERICAN EAGLE AIRLINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,180
ATLANTA INTL,MD-88,None,1996-09-10,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,1990-08-30,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,195
PORTLAND INTL (OR),FOKKER F28 MK 1000,None,1992-06-15,HORIZON AIR,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
LAGUARDIA NY,B-757-200,Medium,2002-01-20,DELTA AIR LINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-05-29,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,135
ORLANDO INTL,DC-10-10,None,1990-10-02,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140
